cla_id,cla_Name,exam_number,exam_numname,exam_type,exam_sdate,mes_TestID,mes_StudentID,mes_Total_Score
901,白-高二(01),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140766,14457,745.0
901,白-高二(01),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141254,14457,131.0
901,白-高二(01),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142265,14457,697.0
901,白-高二(01),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142769,14457,87.5
901,白-高二(01),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143072,14457,73.0
901,白-高二(01),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143593,14457,567.0
901,白-高二(01),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145129,14457,503.0
901,白-高二(01),304,2018-1学期期中考试,2,2018/11/5 0:00,145862,14457,100.1
901,白-高二(01),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146920,14457,500.0
901,白-高二(01),306,2018-1考查课总评,18,2019/1/3 0:00,147363,14457,102.39999999999999
901,白-高二(01),307,2018-1学期期末考试,3,2019/1/22 0:00,148166,14457,89.0
901,白-高二(01),267,2016学年度第一学期期末考试,3,2017/1/13 0:00,133683,14458,654.5
901,白-高二(01),271,2016学年度第二学期期中考试,2,2017/4/20 0:00,134152,14458,487.0
901,白-高二(01),277,2016学年度第二学期考查课总评,5,2016/6/20 0:00,135011,14458,497.5
901,白-高二(01),279,2016学年度第二学期期末考试,3,2017/6/28 0:00,135935,14458,263.0
901,白-高二(01),280,2016学年度第二学期总评,5,2017/6/28 0:00,135945,14458,478.0
901,白-高二(01),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137125,14458,148.4
901,白-高二(01),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138009,14458,787.0
901,白-高二(01),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138269,14458,128.0
901,白-高二(01),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139089,14458,260.0
901,白-高二(01),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139653,14458,127.5
901,白-高二(01),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140218,14458,878.0
901,白-高二(01),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140766,14458,811.0
901,白-高二(01),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141254,14458,133.0
901,白-高二(01),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142265,14458,677.0
901,白-高二(01),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142769,14458,91.0
901,白-高二(01),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143072,14458,72.0
901,白-高二(01),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143593,14458,687.0
901,白-高二(01),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145129,14458,618.0
901,白-高二(01),304,2018-1学期期中考试,2,2018/11/5 0:00,145862,14458,111.7
901,白-高二(01),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146920,14458,569.5
901,白-高二(01),306,2018-1考查课总评,18,2019/1/3 0:00,147363,14458,113.4
901,白-高二(01),307,2018-1学期期末考试,3,2019/1/22 0:00,148166,14458,88.0
901,白-高二(01),267,2016学年度第一学期期末考试,3,2017/1/13 0:00,133683,14459,677.0
901,白-高二(01),271,2016学年度第二学期期中考试,2,2017/4/20 0:00,134152,14459,517.5
901,白-高二(01),277,2016学年度第二学期考查课总评,5,2016/6/20 0:00,135011,14459,488.0
901,白-高二(01),279,2016学年度第二学期期末考试,3,2017/6/28 0:00,135935,14459,244.0
901,白-高二(01),280,2016学年度第二学期总评,5,2017/6/28 0:00,135945,14459,494.0
901,白-高二(01),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137125,14459,163.0
901,白-高二(01),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138009,14459,778.0
901,白-高二(01),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138269,14459,129.5
901,白-高二(01),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139089,14459,261.0
901,白-高二(01),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139653,14459,125.5
901,白-高二(01),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140218,14459,842.0
901,白-高二(01),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140766,14459,786.0
901,白-高二(01),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141254,14459,131.0
901,白-高二(01),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142265,14459,737.0
901,白-高二(01),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142769,14459,84.0
901,白-高二(01),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143072,14459,73.0
901,白-高二(01),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143593,14459,653.0
901,白-高二(01),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145129,14459,611.0
901,白-高二(01),304,2018-1学期期中考试,2,2018/11/5 0:00,145862,14459,116.4
901,白-高二(01),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146920,14459,568.0
901,白-高二(01),306,2018-1考查课总评,18,2019/1/3 0:00,147363,14459,116.2
901,白-高二(01),307,2018-1学期期末考试,3,2019/1/22 0:00,148166,14459,90.0
901,白-高二(01),267,2016学年度第一学期期末考试,3,2017/1/13 0:00,133683,14461,624.0
901,白-高二(01),271,2016学年度第二学期期中考试,2,2017/4/20 0:00,134152,14461,508.5
901,白-高二(01),277,2016学年度第二学期考查课总评,5,2016/6/20 0:00,135011,14461,445.5
901,白-高二(01),279,2016学年度第二学期期末考试,3,2017/6/28 0:00,135935,14461,250.0
901,白-高二(01),280,2016学年度第二学期总评,5,2017/6/28 0:00,135945,14461,461.0
901,白-高二(01),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137125,14461,143.2
901,白-高二(01),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138009,14461,700.0
901,白-高二(01),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138269,14461,131.5
901,白-高二(01),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139089,14461,271.0
901,白-高二(01),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139653,14461,128.0
901,白-高二(01),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140218,14461,818.5
901,白-高二(01),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140766,14461,767.0
901,白-高二(01),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141254,14461,115.0
901,白-高二(01),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142265,14461,657.0
901,白-高二(01),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142769,14461,89.0
901,白-高二(01),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143072,14461,59.0
901,白-高二(01),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143593,14461,572.5
901,白-高二(01),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145129,14461,519.0
901,白-高二(01),304,2018-1学期期中考试,2,2018/11/5 0:00,145862,14461,100.9
901,白-高二(01),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146920,14461,548.0
901,白-高二(01),306,2018-1考查课总评,18,2019/1/3 0:00,147363,14461,113.4
901,白-高二(01),307,2018-1学期期末考试,3,2019/1/22 0:00,148166,14461,85.0
901,白-高二(01),267,2016学年度第一学期期末考试,3,2017/1/13 0:00,133683,14462,573.5
901,白-高二(01),271,2016学年度第二学期期中考试,2,2017/4/20 0:00,134152,14462,517.0
901,白-高二(01),277,2016学年度第二学期考查课总评,5,2016/6/20 0:00,135011,14462,481.0
901,白-高二(01),279,2016学年度第二学期期末考试,3,2017/6/28 0:00,135935,14462,240.0
901,白-高二(01),280,2016学年度第二学期总评,5,2017/6/28 0:00,135945,14462,504.0
901,白-高二(01),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137125,14462,168.4
901,白-高二(01),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138009,14462,763.0
901,白-高二(01),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138269,14462,130.0
901,白-高二(01),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139089,14462,253.0
901,白-高二(01),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139653,14462,130.0
901,白-高二(01),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140218,14462,852.0
901,白-高二(01),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140766,14462,802.0
901,白-高二(01),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141254,14462,116.0
901,白-高二(01),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142265,14462,685.0
901,白-高二(01),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142769,14462,89.0
901,白-高二(01),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143072,14462,59.0
901,白-高二(01),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143593,14462,604.5
901,白-高二(01),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145129,14462,537.0
901,白-高二(01),304,2018-1学期期中考试,2,2018/11/5 0:00,145862,14462,100.6
901,白-高二(01),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146920,14462,573.0
901,白-高二(01),306,2018-1考查课总评,18,2019/1/3 0:00,147363,14462,116.8
901,白-高二(01),307,2018-1学期期末考试,3,2019/1/22 0:00,148179,14462,86.0
901,白-高二(01),267,2016学年度第一学期期末考试,3,2017/1/13 0:00,133683,14463,573.0
901,白-高二(01),271,2016学年度第二学期期中考试,2,2017/4/20 0:00,134152,14463,493.0
901,白-高二(01),277,2016学年度第二学期考查课总评,5,2016/6/20 0:00,135011,14463,497.5
901,白-高二(01),279,2016学年度第二学期期末考试,3,2017/6/28 0:00,135935,14463,266.0
901,白-高二(01),280,2016学年度第二学期总评,5,2017/6/28 0:00,135945,14463,491.0
901,白-高二(01),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137125,14463,160.8
901,白-高二(01),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138009,14463,785.0
901,白-高二(01),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138269,14463,128.0
901,白-高二(01),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139089,14463,258.0
901,白-高二(01),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139653,14463,133.5
901,白-高二(01),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140218,14463,876.5
901,白-高二(01),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140766,14463,818.0
901,白-高二(01),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141254,14463,132.0
901,白-高二(01),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142265,14463,740.0
901,白-高二(01),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142769,14463,85.0
901,白-高二(01),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143023,14463,72.0
901,白-高二(01),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143593,14463,79.0
901,白-高二(01),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145129,14463,630.0
901,白-高二(01),304,2018-1学期期中考试,2,2018/11/5 0:00,145862,14463,116.1
901,白-高二(01),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146920,14463,590.5
901,白-高二(01),306,2018-1考查课总评,18,2019/1/3 0:00,147363,14463,115.0
901,白-高二(01),307,2018-1学期期末考试,3,2019/1/22 0:00,148166,14463,76.0
901,白-高二(01),267,2016学年度第一学期期末考试,3,2017/1/13 0:00,133683,14465,639.0
901,白-高二(01),271,2016学年度第二学期期中考试,2,2017/4/20 0:00,134152,14465,511.5
901,白-高二(01),277,2016学年度第二学期考查课总评,5,2016/6/20 0:00,135011,14465,456.0
901,白-高二(01),279,2016学年度第二学期期末考试,3,2017/6/28 0:00,135935,14465,244.0
901,白-高二(01),280,2016学年度第二学期总评,5,2017/6/28 0:00,135945,14465,487.0
901,白-高二(01),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137125,14465,149.2
901,白-高二(01),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138009,14465,703.0
901,白-高二(01),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138269,14465,123.5
901,白-高二(01),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139089,14465,252.0
901,白-高二(01),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139653,14465,121.5
901,白-高二(01),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140218,14465,829.0
901,白-高二(01),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140766,14465,754.0
901,白-高二(01),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141254,14465,130.5
901,白-高二(01),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142265,14465,710.0
901,白-高二(01),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142769,14465,88.0
901,白-高二(01),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143072,14465,72.0
901,白-高二(01),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143593,14465,636.5
901,白-高二(01),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145129,14465,594.0
901,白-高二(01),304,2018-1学期期中考试,2,2018/11/5 0:00,145862,14465,115.1
901,白-高二(01),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146920,14465,561.5
901,白-高二(01),306,2018-1考查课总评,18,2019/1/3 0:00,147363,14465,111.69999999999999
901,白-高二(01),307,2018-1学期期末考试,3,2019/1/22 0:00,148166,14465,92.0
901,白-高二(01),267,2016学年度第一学期期末考试,3,2017/1/13 0:00,133683,14466,620.0
901,白-高二(01),271,2016学年度第二学期期中考试,2,2017/4/20 0:00,134152,14466,477.5
901,白-高二(01),277,2016学年度第二学期考查课总评,5,2016/6/20 0:00,135011,14466,473.5
901,白-高二(01),279,2016学年度第二学期期末考试,3,2017/6/28 0:00,135935,14466,249.0
901,白-高二(01),280,2016学年度第二学期总评,5,2017/6/28 0:00,135945,14466,474.0
901,白-高二(01),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137125,14466,148.6
901,白-高二(01),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138009,14466,723.0
901,白-高二(01),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138269,14466,126.0
901,白-高二(01),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139089,14466,271.0
901,白-高二(01),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139653,14466,126.5
901,白-高二(01),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140218,14466,868.0
901,白-高二(01),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140766,14466,783.0
901,白-高二(01),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141254,14466,132.0
901,白-高二(01),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142265,14466,726.0
901,白-高二(01),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142769,14466,89.0
901,白-高二(01),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143072,14466,72.0
901,白-高二(01),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143593,14466,662.0
901,白-高二(01),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145129,14466,608.0
901,白-高二(01),304,2018-1学期期中考试,2,2018/11/5 0:00,145862,14466,113.4
901,白-高二(01),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146920,14466,581.0
901,白-高二(01),306,2018-1考查课总评,18,2019/1/3 0:00,147363,14466,110.8
901,白-高二(01),307,2018-1学期期末考试,3,2019/1/22 0:00,148166,14466,92.0
901,白-高二(01),267,2016学年度第一学期期末考试,3,2017/1/13 0:00,133683,14467,683.0
901,白-高二(01),271,2016学年度第二学期期中考试,2,2017/4/20 0:00,134152,14467,497.0
901,白-高二(01),277,2016学年度第二学期考查课总评,5,2016/6/20 0:00,135011,14467,468.5
901,白-高二(01),279,2016学年度第二学期期末考试,3,2017/6/28 0:00,135935,14467,264.0
901,白-高二(01),280,2016学年度第二学期总评,5,2017/6/28 0:00,135945,14467,453.0
901,白-高二(01),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137125,14467,154.8
901,白-高二(01),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138009,14467,658.0
901,白-高二(01),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138269,14467,128.5
901,白-高二(01),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139089,14467,267.0
901,白-高二(01),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139653,14467,130.5
901,白-高二(01),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140218,14467,836.0
901,白-高二(01),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140766,14467,748.0
901,白-高二(01),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141254,14467,131.5
901,白-高二(01),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142265,14467,687.0
901,白-高二(01),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142769,14467,91.3
901,白-高二(01),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143072,14467,73.0
901,白-高二(01),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143593,14467,544.5
901,白-高二(01),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145129,14467,505.0
901,白-高二(01),304,2018-1学期期中考试,2,2018/11/5 0:00,145862,14467,98.9
901,白-高二(01),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146920,14467,484.5
901,白-高二(01),306,2018-1考查课总评,18,2019/1/3 0:00,147363,14467,100.3
901,白-高二(01),307,2018-1学期期末考试,3,2019/1/22 0:00,148166,14467,94.0
901,白-高二(01),267,2016学年度第一学期期末考试,3,2017/1/13 0:00,133683,14468,571.0
901,白-高二(01),271,2016学年度第二学期期中考试,2,2017/4/20 0:00,134152,14468,488.0
901,白-高二(01),277,2016学年度第二学期考查课总评,5,2016/6/20 0:00,135011,14468,445.5
901,白-高二(01),279,2016学年度第二学期期末考试,3,2017/6/28 0:00,135935,14468,281.0
901,白-高二(01),280,2016学年度第二学期总评,5,2017/6/28 0:00,135945,14468,454.0
901,白-高二(01),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137125,14468,143.8
901,白-高二(01),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138009,14468,662.0
901,白-高二(01),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138269,14468,129.0
901,白-高二(01),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139089,14468,273.0
901,白-高二(01),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139653,14468,129.5
901,白-高二(01),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140218,14468,808.5
901,白-高二(01),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140766,14468,747.0
901,白-高二(01),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141254,14468,129.5
901,白-高二(01),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142265,14468,725.0
901,白-高二(01),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142769,14468,92.0
901,白-高二(01),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143072,14468,72.0
901,白-高二(01),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143593,14468,560.5
901,白-高二(01),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145129,14468,509.0
901,白-高二(01),304,2018-1学期期中考试,2,2018/11/5 0:00,145862,14468,100.9
901,白-高二(01),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146920,14468,491.0
901,白-高二(01),306,2018-1考查课总评,18,2019/1/3 0:00,147363,14468,97.5
901,白-高二(01),307,2018-1学期期末考试,3,2019/1/22 0:00,148166,14468,94.0
901,白-高二(01),267,2016学年度第一学期期末考试,3,2017/1/13 0:00,133683,14469,592.0
901,白-高二(01),271,2016学年度第二学期期中考试,2,2017/4/20 0:00,134152,14469,492.5
901,白-高二(01),277,2016学年度第二学期考查课总评,5,2016/6/20 0:00,135011,14469,494.0
901,白-高二(01),279,2016学年度第二学期期末考试,3,2017/6/28 0:00,135935,14469,260.0
901,白-高二(01),280,2016学年度第二学期总评,5,2017/6/28 0:00,135945,14469,503.0
901,白-高二(01),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137125,14469,175.0
901,白-高二(01),285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138009,14469,719.0
901,白-高二(01),286,2017-1学期考察科目总评,5,2018/1/11 0:00,138269,14469,126.0
901,白-高二(01),287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139089,14469,263.0
901,白-高二(01),288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139653,14469,127.5
901,白-高二(01),289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140218,14469,835.0
901,白-高二(01),291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140766,14469,766.0
901,白-高二(01),292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141254,14469,131.0
901,白-高二(01),293,2017-2学期考察科成绩,18,2018/5/1 0:00,142265,14469,717.0
901,白-高二(01),297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142769,14469,87.0
901,白-高二(01),298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143072,14469,74.0
901,白-高二(01),299,2017学年第二学期期末总评,5,2018/7/1 0:00,143593,14469,668.0
901,白-高二(01),303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145129,14469,606.0
901,白-高二(01),304,2018-1学期期中考试,2,2018/11/5 0:00,145862,14469,115.9
901,白-高二(01),305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146920,14469,565.0
901,白-高二(01),306,2018-1考查课总评,18,2019/1/3 0:00,147363,14469,114.8
901,白-高二(01),307,2018-1学期期末考试,3,2019/1/22 0:00,148166,14469,89.0
901,白-高二(01),267,2016学年度第一学期期末考试,3,2017/1/13 0:00,133683,14470,668.5
901,白-高二(01),271,2016学年度第二学期期中考试,2,2017/4/20 0:00,134152,14470,544.5
901,白-高二(01),277,2016学年度第二学期考查课总评,5,2016/6/20 0:00,135011,14470,490.5
901,白-高二(01),279,2016学年度第二学期期末考试,3,2017/6/28 0:00,135935,14470,243.0
901,白-高二(01),280,2016学年度第二学期总评,5,2017/6/28 0:00,135945,14470,501.0
901,白-高二(01),284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137125,14470,169.4
