cla_id,cla_Name,mes_sub_id,mes_sub_name,exam_number,exam_numname,exam_type,exam_sdate,mes_TestID,mes_StudentID,mes_Score
904,白-高二(04),4,物理,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,137089,14802,-2
907,白-高二(07),1,语文,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136962,14037,-2
907,白-高二(07),6,生物,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136902,14037,-2
905,白-高二(05),2,数学,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,137116,14566,-2
903,白-高二(03),2,数学,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,137114,14546,-2
916,高三(02),1,语文,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136959,13956,-2
917,高三(03),1,语文,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136959,14295,-2
907,白-高二(07),2,数学,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136950,14037,-2
903,白-高二(03),1,语文,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,137127,14546,-2
904,白-高二(04),2,数学,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,137115,14802,-2
921,高三(01),3,英语,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136940,13954,-2
917,高三(03),1,语文,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136960,14246,-2
903,白-高二(03),17,政治,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136984,14546,-2
921,高三(01),1,语文,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136964,13954,-2
904,白-高二(04),17,政治,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136985,14802,-2
905,白-高二(05),17,政治,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136986,14566,-2
924,高三(06),1,语文,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136831,13685,-2
924,高三(06),2,数学,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136818,13685,-2
916,高三(02),2,数学,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136947,13956,-1
917,高三(03),2,数学,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136947,14295,-1
921,高三(01),17,政治,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136856,13954,-2
921,高三(01),17,政治,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136856,13996,-2
917,高三(03),2,数学,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136948,14246,-2
917,高三(03),2,数学,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136948,14453,-2
904,白-高二(04),7,历史,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,137050,14802,-2
916,高三(02),6,生物,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136899,13948,-3
916,高三(02),6,生物,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136899,13949,-3
916,高三(02),6,生物,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136899,13956,-2
916,高三(02),6,生物,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136899,13959,-3
916,高三(02),6,生物,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136899,13965,-3
916,高三(02),6,生物,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136899,13972,-3
916,高三(02),6,生物,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136899,13980,-3
916,高三(02),6,生物,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136899,14001,-3
916,高三(02),6,生物,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136899,14012,-3
916,高三(02),6,生物,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136899,14020,-3
916,高三(02),6,生物,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136899,14036,-3
916,高三(02),6,生物,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136899,14058,-3
916,高三(02),6,生物,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136899,14073,-3
916,高三(02),6,生物,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136899,14092,-3
916,高三(02),6,生物,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136899,14098,-3
916,高三(02),6,生物,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136899,14128,-3
916,高三(02),6,生物,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136899,14145,-2
917,高三(03),6,生物,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136899,14295,-2
904,白-高二(04),1,语文,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,137128,14802,-2
917,高三(03),6,生物,000285,2017学年度第一学期平时成绩1,4,2017/11/23 00:00:00,137784,14453,-2
921,高三(01),2,数学,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136952,13954,-2
904,白-高二(04),6,生物,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,137063,14802,-2
916,高三(02),17,政治,000285,2017学年度第一学期平时成绩1,4,2017/11/23 00:00:00,137735,13956,-2
917,高三(03),17,政治,000285,2017学年度第一学期平时成绩1,4,2017/11/23 00:00:00,137735,14295,-2
916,高三(02),3,英语,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136935,13956,-2
917,高三(03),3,英语,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136936,14246,-2
917,高三(03),17,政治,000285,2017学年度第一学期平时成绩1,4,2017/11/23 00:00:00,137736,14453,-2
904,白-高二(04),4,物理,000285,2017学年度第一学期平时成绩1,4,2017/11/23 00:00:00,137973,14802,-2
921,高三(01),3,英语,000285,2017学年度第一学期平时成绩1,4,2017/11/23 00:00:00,137824,13954,-2
917,高三(03),3,英语,000284,2017学年度第一学期期中考试,2,2017/11/15 00:00:00,136936,14453,-2
924,高三(06),1,语文,000279,2016学年度第二学期期末考试,3,2017/6/28 00:00:00,135867,13685,-2
924,高三(06),3,英语,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139471,14268,-2
924,高三(06),4,物理,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139459,14042,-2
924,高三(06),4,物理,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139459,14055,-2
924,高三(06),4,物理,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139459,14070,-2
924,高三(06),4,物理,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139459,14074,-2
924,高三(06),4,物理,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139459,14078,-2
924,高三(06),4,物理,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139459,14080,-2
924,高三(06),4,物理,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139459,14088,-2
924,高三(06),4,物理,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139459,14127,-2
924,高三(06),4,物理,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139459,14138,-2
924,高三(06),4,物理,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139459,14162,-2
924,高三(06),4,物理,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139459,14169,-2
924,高三(06),2,数学,000279,2016学年度第二学期期末考试,3,2017/6/28 00:00:00,135868,13685,-2
924,高三(06),3,英语,000279,2016学年度第二学期期末考试,3,2017/6/28 00:00:00,135869,13685,-2
924,高三(06),4,物理,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139459,14182,-2
924,高三(06),4,物理,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139459,14242,-2
924,高三(06),4,物理,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139459,14248,-2
924,高三(06),4,物理,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139459,14268,-2
924,高三(06),4,物理,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139459,14292,-2
924,高三(06),4,物理,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139459,14351,-2
924,高三(06),4,物理,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139459,14449,-2
924,高三(06),5,化学,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139447,13685,-2
924,高三(06),5,化学,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139447,14028,-2
924,高三(06),5,化学,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139447,14042,-2
924,高三(06),5,化学,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139447,14088,-2
924,高三(06),5,化学,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139447,14127,-2
924,高三(06),5,化学,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139447,14173,-2
924,高三(06),5,化学,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139447,14180,-2
924,高三(06),5,化学,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139447,14182,-2
924,高三(06),5,化学,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139447,14230,-2
924,高三(06),5,化学,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139447,14272,-2
924,高三(06),5,化学,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139447,14335,-2
924,高三(06),6,生物,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139435,13685,-2
924,高三(06),6,生物,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139435,13992,-2
923,高三(09),6,生物,000288,	2017学年度第一学期期末考试,3,2018/1/26 00:00:00,139434,14119,-2
924,高三(06),4,物理,000279,2016学年度第二学期期末考试,3,2017/6/28 00:00:00,135870,13685,-2
924,高三(06),1,语文,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139853,13685,-2
924,高三(06),2,数学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139840,13685,-2
924,高三(06),3,英语,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139827,13685,-2
924,高三(06),4,物理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139814,13685,-2
924,高三(06),5,化学,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139801,13685,-2
924,高三(06),6,生物,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139788,13685,-2
924,高三(06),7,历史,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139775,13685,-2
924,高三(06),8,地理,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139762,13685,-2
924,高三(06),17,政治,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139697,13685,-2
924,高三(06),59,技术,000289,2017学年度第一学期期末总评,5,2018/1/23 00:00:00,139870,13685,-2
916,高三(02),3,英语,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141089,14033,-2
916,高三(02),3,英语,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141089,14052,-2
917,高三(03),3,英语,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141089,14295,-2
917,高三(03),3,英语,000291,2017学年第二学期高一二平时成绩1,22,2018/4/18 00:00:00,140861,14295,-2
909,白-高二(09),3,英语,000291,2017学年第二学期高一二平时成绩1,22,2018/4/18 00:00:00,140750,14799,-2
922,高三(05),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14010,-2
922,高三(05),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14023,-2
921,高三(01),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14031,-2
922,高三(05),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14034,-2
922,高三(05),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14049,-2
922,高三(05),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14065,-2
922,高三(05),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14093,-2
922,高三(05),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14105,-2
922,高三(05),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14158,-2
922,高三(05),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14165,-2
922,高三(05),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14192,-2
922,高三(05),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14201,-2
922,高三(05),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14217,-2
922,高三(05),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14226,-2
922,高三(05),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14238,-2
922,高三(05),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14283,-2
922,高三(05),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14300,-2
922,高三(05),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14309,-2
922,高三(05),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14312,-2
922,高三(05),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14322,-2
922,高三(05),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14350,-2
922,高三(05),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14365,-2
922,高三(05),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14367,-2
922,高三(05),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141043,14378,-2
921,高三(01),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,13962,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,13968,-2
919,高三(07),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141040,14342,-2
919,高三(07),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141040,14348,-2
919,高三(07),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141040,14361,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14054,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14066,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14068,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14082,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14095,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14106,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14112,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14130,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14159,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14174,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14183,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14187,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14202,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14207,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14209,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14210,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14247,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14249,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14252,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14257,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14267,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14287,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14295,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14321,-2
917,高三(03),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141038,14327,-2
901,白-高二(01),6,生物,000291,2017学年第二学期高一二平时成绩1,22,2018/4/18 00:00:00,140705,14455,-2
901,白-高二(01),6,生物,000291,2017学年第二学期高一二平时成绩1,22,2018/4/18 00:00:00,140705,14461,-2
901,白-高二(01),6,生物,000291,2017学年第二学期高一二平时成绩1,22,2018/4/18 00:00:00,140705,14462,-2
901,白-高二(01),6,生物,000291,2017学年第二学期高一二平时成绩1,22,2018/4/18 00:00:00,140705,14492,-2
901,白-高二(01),6,生物,000291,2017学年第二学期高一二平时成绩1,22,2018/4/18 00:00:00,140705,14493,-2
901,白-高二(01),6,生物,000291,2017学年第二学期高一二平时成绩1,22,2018/4/18 00:00:00,140705,14502,-2
901,白-高二(01),6,生物,000291,2017学年第二学期高一二平时成绩1,22,2018/4/18 00:00:00,140705,14503,-2
901,白-高二(01),6,生物,000291,2017学年第二学期高一二平时成绩1,22,2018/4/18 00:00:00,140705,14510,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,13989,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,13994,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,14008,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,14015,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,14076,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,14077,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,14102,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,14117,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,14118,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,14149,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,14154,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,14160,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,14166,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,14172,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,14198,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,14228,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,14233,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,14243,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,14264,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,14328,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,14343,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,14346,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,14357,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,14359,-2
923,高三(09),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141044,14370,-2
925,高三(10),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141046,13973,-2
925,高三(10),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141046,13984,-2
925,高三(10),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141046,14000,-2
925,高三(10),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141046,14004,-2
925,高三(10),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141046,14019,-2
925,高三(10),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141046,14047,-2
925,高三(10),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141046,14087,-2
925,高三(10),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141046,14143,-2
925,高三(10),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141046,14155,-2
925,高三(10),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141046,14185,-2
925,高三(10),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141046,14224,-2
925,高三(10),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141046,14225,-2
925,高三(10),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141046,14227,-2
925,高三(10),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141046,14254,-2
925,高三(10),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141046,14255,-2
925,高三(10),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141046,14271,-2
925,高三(10),8,地理,000292,2017学年度第二学期期中考试,2,2018/4/23 00:00:00,141046,14298,-2
