cla_id,cla_Name,mes_sub_id,mes_sub_name,exam_number,exam_numname,exam_type,exam_sdate,mes_TestID,sum_Student,avg_Score,max_Score,min_Score
901,白-高二(01),2,数学,284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137112,45,74.4,91.0,60.0
901,白-高二(01),2,数学,285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,137996,45,80.22222222222223,100.0,55.0
901,白-高二(01),2,数学,287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139076,45,13.733333333333333,14.5,12.0
901,白-高二(01),2,数学,288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139640,45,14.022222222222222,15.0,13.0
901,白-高二(01),2,数学,289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140205,45,123.42222222222222,150.0,94.0
901,白-高二(01),2,数学,291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140754,45,84.33333333333333,95.0,68.0
901,白-高二(01),2,数学,292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141242,45,13.966666666666667,14.5,13.0
901,白-高二(01),2,数学,297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142757,44,80.06818181818181,95.0,57.0
901,白-高二(01),2,数学,298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143060,45,13.622222222222222,15.0,12.0
901,白-高二(01),2,数学,299,2017学年第二学期期末总评,5,2018/7/1 0:00,143581,42,119.83333333333333,143.0,93.0
901,白-高二(01),2,数学,303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145116,45,84.4,97.0,71.0
901,白-高二(01),2,数学,304,2018-1学期期中考试,2,2018/11/5 0:00,145849,45,13.277777777777779,15.0,8.5
901,白-高二(01),2,数学,305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146907,44,80.47727272727273,94.0,51.0
901,白-高二(01),3,英语,267,2016学年度第一学期期末考试,3,2017/1/13 0:00,133685,45,13.4,15.0,10.5
901,白-高二(01),3,英语,271,2016学年度第二学期期中考试,2,2017/4/20 0:00,134150,47,86.08510638297872,96.5,65.5
901,白-高二(01),3,英语,279,2016学年度第二学期期末考试,3,2017/6/28 0:00,135937,47,83.72340425531915,94.5,68.5
901,白-高二(01),3,英语,284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137099,45,84.73333333333333,96.0,68.0
901,白-高二(01),3,英语,285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,137983,45,84.37777777777778,94.0,58.0
901,白-高二(01),3,英语,287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139063,45,13.933333333333334,15.0,9.0
901,白-高二(01),3,英语,288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139627,45,14.533333333333333,15.0,9.0
901,白-高二(01),3,英语,289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140192,45,126.05555555555556,138.5,116.0
901,白-高二(01),3,英语,291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140741,45,85.15555555555555,91.0,63.0
901,白-高二(01),3,英语,292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141229,45,14.511111111111111,15.0,11.0
901,白-高二(01),3,英语,297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142744,44,85.02272727272727,93.0,72.0
901,白-高二(01),3,英语,298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143047,45,14.733333333333333,15.0,12.0
901,白-高二(01),3,英语,299,2017学年第二学期期末总评,5,2018/7/1 0:00,143568,42,120.02380952380952,129.0,107.0
901,白-高二(01),3,英语,303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145103,45,85.6,93.0,76.0
901,白-高二(01),3,英语,304,2018-1学期期中考试,2,2018/11/5 0:00,145836,45,14.755555555555556,15.0,11.0
901,白-高二(01),3,英语,305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146894,44,86.39772727272727,95.5,65.0
901,白-高二(01),4,物理,267,2016学年度第一学期期末考试,3,2017/1/13 0:00,133686,45,14.8,15.0,11.0
901,白-高二(01),4,物理,271,2016学年度第二学期期中考试,2,2017/4/20 0:00,134149,47,88.14893617021276,100.0,71.0
901,白-高二(01),4,物理,279,2016学年度第二学期期末考试,3,2017/6/28 0:00,135938,47,85.40425531914893,97.0,66.0
901,白-高二(01),4,物理,284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137086,45,75.57777777777778,94.0,55.0
901,白-高二(01),4,物理,285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,137970,45,77.95555555555555,94.0,57.0
901,白-高二(01),4,物理,287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139050,45,13.28888888888889,15.0,11.0
901,白-高二(01),4,物理,288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139614,45,13.244444444444444,15.0,11.0
901,白-高二(01),4,物理,289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140179,45,83.22222222222223,100.0,59.0
901,白-高二(01),4,物理,291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140729,45,85.11111111111111,96.0,71.0
901,白-高二(01),4,物理,292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141217,45,12.955555555555556,15.0,11.0
901,白-高二(01),4,物理,298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143035,44,76.54545454545455,96.0,60.0
901,白-高二(01),4,物理,299,2017学年第二学期期末总评,5,2018/7/1 0:00,143556,40,84.575,96.0,59.0
901,白-高二(01),4,物理,303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145090,43,83.3953488372093,94.0,71.0
901,白-高二(01),4,物理,304,2018-1学期期中考试,2,2018/11/5 0:00,145823,43,13.046511627906977,15.0,11.0
901,白-高二(01),5,化学,267,2016学年度第一学期期末考试,3,2017/1/13 0:00,133687,42,81.14285714285714,99.0,66.0
901,白-高二(01),5,化学,271,2016学年度第二学期期中考试,2,2017/4/20 0:00,134148,47,81.0,98.0,62.0
901,白-高二(01),5,化学,279,2016学年度第二学期期末考试,3,2017/6/28 0:00,135939,47,78.31914893617021,95.0,60.0
901,白-高二(01),5,化学,284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137073,45,83.5111111111111,97.0,68.0
901,白-高二(01),5,化学,285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,137957,45,81.08888888888889,96.0,60.0
901,白-高二(01),5,化学,287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139037,45,14.866666666666667,15.0,14.0
901,白-高二(01),5,化学,288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139601,45,14.911111111111111,15.0,14.0
901,白-高二(01),5,化学,289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140166,45,84.11111111111111,97.0,64.0
901,白-高二(01),5,化学,291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140717,45,87.46666666666667,96.0,75.0
901,白-高二(01),5,化学,292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141205,45,14.933333333333334,15.0,14.0
901,白-高二(01),5,化学,298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143023,43,79.6046511627907,96.0,57.0
901,白-高二(01),5,化学,299,2017学年第二学期期末总评,5,2018/7/1 0:00,143544,39,79.58974358974359,92.0,58.0
901,白-高二(01),5,化学,303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145077,39,86.35897435897436,96.0,75.0
901,白-高二(01),5,化学,304,2018-1学期期中考试,2,2018/11/5 0:00,145810,38,14.894736842105264,15.0,14.0
901,白-高二(01),6,生物,267,2016学年度第一学期期末考试,3,2017/1/13 0:00,133688,37,70.94594594594595,89.0,32.0
901,白-高二(01),6,生物,271,2016学年度第二学期期中考试,2,2017/4/20 0:00,134147,47,82.1063829787234,90.0,75.0
901,白-高二(01),6,生物,279,2016学年度第二学期期末考试,3,2017/6/28 0:00,135940,47,72.19148936170212,89.0,45.0
901,白-高二(01),6,生物,280,2016学年度第二学期总评,5,2017/6/28 0:00,135949,45,89.15555555555555,98.0,78.0
901,白-高二(01),6,生物,284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137060,45,82.72,92.8,70.2
901,白-高二(01),6,生物,285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,137944,45,74.04444444444445,94.0,61.0
901,白-高二(01),6,生物,287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139024,45,14.71111111111111,15.0,14.0
901,白-高二(01),6,生物,288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139588,45,14.977777777777778,15.0,14.0
901,白-高二(01),6,生物,289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140153,45,83.42222222222222,96.0,62.0
901,白-高二(01),6,生物,291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140705,45,85.13333333333334,95.0,76.0
901,白-高二(01),6,生物,292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141193,37,14.91891891891892,15.0,14.0
901,白-高二(01),6,生物,297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142708,37,88.70270270270271,99.0,70.0
901,白-高二(01),6,生物,298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143011,36,14.416666666666666,15.0,13.0
901,白-高二(01),6,生物,299,2017学年第二学期期末总评,5,2018/7/1 0:00,143532,33,75.45454545454545,95.0,54.0
901,白-高二(01),6,生物,303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145064,37,91.08108108108108,100.0,83.0
901,白-高二(01),6,生物,304,2018-1学期期中考试,2,2018/11/5 0:00,145797,34,14.764705882352942,15.0,13.0
901,白-高二(01),6,生物,305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146855,44,84.72727272727273,95.0,67.0
901,白-高二(01),7,历史,284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137047,45,13.67777777777778,15.0,12.1
901,白-高二(01),7,历史,285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,137931,45,82.11111111111111,98.0,62.0
901,白-高二(01),7,历史,287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139011,45,12.955555555555556,15.0,9.0
901,白-高二(01),7,历史,288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139575,45,11.044444444444444,15.0,6.0
901,白-高二(01),7,历史,289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140140,45,75.71111111111111,91.0,57.0
901,白-高二(01),7,历史,291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140693,45,81.53333333333333,95.0,67.0
901,白-高二(01),7,历史,292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141181,44,12.090909090909092,15.0,5.0
901,白-高二(01),7,历史,298,2017学年度第二学期期末考试,3,2018/6/24 0:00,142999,44,74.52272727272727,89.0,56.0
901,白-高二(01),7,历史,299,2017学年第二学期期末总评,5,2018/7/1 0:00,143520,2,82.0,84.0,80.0
901,白-高二(01),7,历史,303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145051,4,84.75,86.0,84.0
901,白-高二(01),7,历史,304,2018-1学期期中考试,2,2018/11/5 0:00,145784,5,13.6,15.0,12.0
901,白-高二(01),8,地理,284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137034,5,76.8,90.0,65.0
901,白-高二(01),8,地理,285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,137918,45,78.95555555555555,97.0,57.0
901,白-高二(01),8,地理,287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,138998,45,15.0,15.0,15.0
901,白-高二(01),8,地理,288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139562,45,14.622222222222222,15.0,13.0
901,白-高二(01),8,地理,289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140127,45,81.93333333333334,93.0,66.0
901,白-高二(01),8,地理,291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140681,45,83.53333333333333,96.0,73.0
901,白-高二(01),8,地理,292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141169,45,15.0,15.0,15.0
901,白-高二(01),8,地理,298,2017学年度第二学期期末考试,3,2018/6/24 0:00,142987,44,76.70454545454545,95.0,59.0
901,白-高二(01),8,地理,299,2017学年第二学期期末总评,5,2018/7/1 0:00,143508,1,64.0,64.0,64.0
901,白-高二(01),8,地理,303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145038,1,84.0,84.0,84.0
901,白-高二(01),8,地理,304,2018-1学期期中考试,2,2018/11/5 0:00,145771,1,15.0,15.0,15.0
901,白-高二(01),9,体育,277,2016学年度第二学期考查课总评,5,2016/6/20 0:00,135011,1,71.0,71.0,71.0
901,白-高二(01),9,体育,286,2017-1学期考察科目总评,5,2018/1/11 0:00,138269,47,85.19148936170212,95.0,75.0
901,白-高二(01),9,体育,293,2017-2学期考察科成绩,18,2018/5/1 0:00,142265,43,82.25581395348837,95.0,66.0
901,白-高二(01),9,体育,306,2018-1考查课总评,18,2019/1/3 0:00,147363,40,82.19500000000001,92.0,62.0
901,白-高二(01),11,音乐,277,2016学年度第二学期考查课总评,5,2016/6/20 0:00,135012,44,85.5909090909091,94.0,71.0
901,白-高二(01),11,音乐,286,2017-1学期考察科目总评,5,2018/1/11 0:00,138256,47,82.31914893617021,93.0,0.0
901,白-高二(01),12,美术,277,2016学年度第二学期考查课总评,5,2016/6/20 0:00,135013,45,88.06666666666666,92.0,84.0
901,白-高二(01),12,美术,286,2017-1学期考察科目总评,5,2018/1/11 0:00,138243,47,68.93617021276596,95.0,0.0
901,白-高二(01),17,政治,284,2017学年度第一学期期中考试,2,2017/11/15 0:00,136982,45,83.11111111111111,90.0,75.0
901,白-高二(01),17,政治,285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,137866,45,73.8,88.0,56.0
901,白-高二(01),17,政治,287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,138946,45,14.8,15.0,12.0
901,白-高二(01),17,政治,288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139510,45,14.222222222222221,15.0,4.0
901,白-高二(01),17,政治,289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140075,45,71.93333333333334,87.0,52.0
901,白-高二(01),17,政治,291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140633,45,86.64444444444445,96.0,75.0
901,白-高二(01),17,政治,292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141121,45,14.2,15.0,8.0
901,白-高二(01),17,政治,297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142636,44,77.18181818181819,91.0,58.0
901,白-高二(01),17,政治,298,2017学年度第二学期期末考试,3,2018/6/24 0:00,142939,45,13.955555555555556,15.0,5.0
901,白-高二(01),17,政治,299,2017学年第二学期期末总评,5,2018/7/1 0:00,143460,43,76.44186046511628,90.0,59.0
901,白-高二(01),17,政治,303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,144986,45,87.04444444444445,95.0,75.0
901,白-高二(01),17,政治,304,2018-1学期期中考试,2,2018/11/5 0:00,145719,45,13.577777777777778,15.0,8.0
901,白-高二(01),17,政治,305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146777,44,79.54545454545455,95.0,62.0
901,白-高二(01),59,技术,303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,144973,45,15.0,15.0,15.0
901,白-高二(01),59,技术,305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146764,45,13.362222222222222,14.4,11.4
901,白-高二(01),,,307,2018-1学期期末考试,3,2019/1/22 0:00,148179,132,13.875757575757575,15.0,9.6
902,白-高二(02),1,语文,267,2016学年度第一学期期末考试,3,2017/1/13 0:00,133683,297,91.7003367003367,140.0,45.0
902,白-高二(02),1,语文,271,2016学年度第二学期期中考试,2,2017/4/20 0:00,134152,5,77.8,85.0,69.0
902,白-高二(02),1,语文,279,2016学年度第二学期期末考试,3,2017/6/28 0:00,135935,5,77.0,81.0,72.0
902,白-高二(02),1,语文,281,2016学年第二学期新高一摸底考,8,2017/7/5 0:00,136024,5,73.8,78.0,68.0
902,白-高二(02),1,语文,284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137126,39,61.8974358974359,71.0,48.0
902,白-高二(02),1,语文,285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,138010,44,78.36363636363636,91.0,58.0
902,白-高二(02),1,语文,287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139090,44,13.886363636363637,15.0,11.0
902,白-高二(02),1,语文,288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139654,44,14.431818181818182,15.0,12.0
902,白-高二(02),1,语文,289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140219,44,98.63636363636364,112.0,82.0
902,白-高二(02),1,语文,291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140767,44,82.97727272727273,95.0,63.0
902,白-高二(02),1,语文,292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141255,44,14.863636363636363,15.0,10.0
902,白-高二(02),1,语文,297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142770,44,77.72727272727273,89.0,57.0
902,白-高二(02),1,语文,298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143073,44,14.681818181818182,15.0,12.0
902,白-高二(02),1,语文,299,2017学年第二学期期末总评,5,2018/7/1 0:00,143594,44,104.45454545454545,120.0,83.0
902,白-高二(02),1,语文,303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145130,44,81.97727272727273,92.0,52.0
902,白-高二(02),1,语文,304,2018-1学期期中考试,2,2018/11/5 0:00,145863,44,13.181818181818182,15.0,4.0
902,白-高二(02),1,语文,305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146921,43,69.4186046511628,82.0,50.0
902,白-高二(02),2,数学,267,2016学年度第一学期期末考试,3,2017/1/13 0:00,133684,44,13.272727272727273,15.0,6.0
902,白-高二(02),2,数学,271,2016学年度第二学期期中考试,2,2017/4/20 0:00,134151,5,75.4,86.0,61.0
902,白-高二(02),2,数学,279,2016学年度第二学期期末考试,3,2017/6/28 0:00,135936,5,67.6,70.0,65.0
902,白-高二(02),2,数学,280,2016学年度第二学期总评,5,2017/6/28 0:00,135945,5,70.8,75.0,67.0
902,白-高二(02),2,数学,281,2016学年第二学期新高一摸底考,8,2017/7/5 0:00,136025,5,69.6,71.0,67.0
902,白-高二(02),2,数学,284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137113,38,88.65789473684211,100.0,69.0
902,白-高二(02),2,数学,285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,137997,44,89.25,100.0,71.0
902,白-高二(02),2,数学,287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139077,44,15.0,15.0,15.0
902,白-高二(02),2,数学,288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139641,44,15.0,15.0,15.0
902,白-高二(02),2,数学,289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140206,44,113.70454545454545,141.0,82.0
902,白-高二(02),2,数学,291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140755,44,86.75,97.0,76.0
902,白-高二(02),2,数学,292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141243,44,15.0,15.0,15.0
902,白-高二(02),2,数学,297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142758,44,84.5909090909091,98.0,66.0
902,白-高二(02),2,数学,298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143061,44,15.0,15.0,15.0
902,白-高二(02),2,数学,299,2017学年第二学期期末总评,5,2018/7/1 0:00,143582,44,112.56818181818181,131.0,88.0
902,白-高二(02),2,数学,303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145117,44,86.5,96.0,77.0
902,白-高二(02),2,数学,304,2018-1学期期中考试,2,2018/11/5 0:00,145850,44,15.0,15.0,15.0
902,白-高二(02),2,数学,305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146908,43,80.48837209302326,93.0,47.0
902,白-高二(02),3,英语,267,2016学年度第一学期期末考试,3,2017/1/13 0:00,133685,44,15.0,15.0,15.0
902,白-高二(02),3,英语,271,2016学年度第二学期期中考试,2,2017/4/20 0:00,134150,5,77.0,92.0,63.0
902,白-高二(02),3,英语,279,2016学年度第二学期期末考试,3,2017/6/28 0:00,135937,5,76.8,90.0,60.5
902,白-高二(02),3,英语,281,2016学年第二学期新高一摸底考,8,2017/7/5 0:00,136026,5,77.0,90.0,68.0
902,白-高二(02),3,英语,284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137100,39,98.03846153846153,114.0,79.0
902,白-高二(02),3,英语,285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,137984,44,80.93181818181819,94.0,58.0
902,白-高二(02),3,英语,287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139064,44,13.681818181818182,15.0,7.0
902,白-高二(02),3,英语,288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139628,44,13.386363636363637,15.0,3.0
902,白-高二(02),3,英语,289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140193,44,123.2840909090909,142.0,96.0
902,白-高二(02),3,英语,291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140742,44,81.70454545454545,93.0,56.0
902,白-高二(02),3,英语,292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141230,44,13.795454545454545,15.0,3.0
902,白-高二(02),3,英语,297,2017学年度第二学期平时成绩2,4,2018/6/19 0:00,142745,44,82.04545454545455,94.0,48.0
902,白-高二(02),3,英语,298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143048,44,14.204545454545455,15.0,5.0
902,白-高二(02),3,英语,299,2017学年第二学期期末总评,5,2018/7/1 0:00,143569,44,113.32954545454545,132.5,69.0
902,白-高二(02),3,英语,303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145104,44,81.04545454545455,93.0,32.0
902,白-高二(02),3,英语,304,2018-1学期期中考试,2,2018/11/5 0:00,145837,44,14.204545454545455,15.0,10.0
902,白-高二(02),3,英语,305,2018学年度第一学期平时成绩2,4,2018/1/2 0:00,146895,43,80.98837209302326,93.5,58.0
902,白-高二(02),4,物理,267,2016学年度第一学期期末考试,3,2017/1/13 0:00,133686,44,13.363636363636363,15.0,7.0
902,白-高二(02),4,物理,271,2016学年度第二学期期中考试,2,2017/4/20 0:00,134149,5,87.4,90.0,84.0
902,白-高二(02),4,物理,279,2016学年度第二学期期末考试,3,2017/6/28 0:00,135938,5,77.4,84.0,71.0
902,白-高二(02),4,物理,281,2016学年第二学期新高一摸底考,8,2017/7/5 0:00,136027,5,66.4,77.0,55.0
902,白-高二(02),4,物理,284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137087,38,65.57894736842105,70.0,40.0
902,白-高二(02),4,物理,285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,137971,44,93.88636363636364,100.0,84.0
902,白-高二(02),4,物理,287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139051,44,18.204545454545453,20.0,15.0
902,白-高二(02),4,物理,288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139615,44,9.75,10.0,9.0
902,白-高二(02),4,物理,289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140180,44,76.54545454545455,95.0,58.0
902,白-高二(02),4,物理,291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140730,44,88.22727272727273,96.0,81.0
902,白-高二(02),4,物理,292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141218,44,13.775000000000004,15.0,11.0
902,白-高二(02),4,物理,298,2017学年度第二学期期末考试,3,2018/6/24 0:00,143036,44,89.8409090909091,100.0,75.0
902,白-高二(02),4,物理,299,2017学年第二学期期末总评,5,2018/7/1 0:00,143557,43,81.67441860465117,97.0,69.0
902,白-高二(02),4,物理,303,2018学年度第一学期平时成绩1,22,2018/10/23 0:00,145091,43,86.09302325581395,98.0,78.0
902,白-高二(02),4,物理,304,2018-1学期期中考试,2,2018/11/5 0:00,145824,42,12.785714285714286,15.0,10.0
902,白-高二(02),5,化学,267,2016学年度第一学期期末考试,3,2017/1/13 0:00,133687,42,82.9047619047619,95.0,64.0
902,白-高二(02),5,化学,271,2016学年度第二学期期中考试,2,2017/4/20 0:00,134148,5,71.0,77.0,62.0
902,白-高二(02),5,化学,279,2016学年度第二学期期末考试,3,2017/6/28 0:00,135939,5,77.8,85.0,74.0
902,白-高二(02),5,化学,281,2016学年第二学期新高一摸底考,8,2017/7/5 0:00,136028,5,70.4,79.0,65.0
902,白-高二(02),5,化学,284,2017学年度第一学期期中考试,2,2017/11/15 0:00,137074,38,42.21052631578947,49.0,33.0
902,白-高二(02),5,化学,285,2017学年度第一学期平时成绩1,4,2017/11/23 0:00,137958,44,80.75,96.0,48.0
902,白-高二(02),5,化学,287,2017学年度第一学期平时成绩2,22,2018/1/21 0:00,139038,44,14.909090909090908,15.0,14.0
902,白-高二(02),5,化学,288,	2017学年度第一学期期末考试,3,2018/1/26 0:00,139602,44,15.0,15.0,15.0
902,白-高二(02),5,化学,289,2017学年度第一学期期末总评,5,2018/1/23 0:00,140167,44,81.18181818181819,96.0,56.0
902,白-高二(02),5,化学,291,2017学年第二学期高一二平时成绩1,22,2018/4/18 0:00,140718,44,86.54545454545455,96.0,71.0
902,白-高二(02),5,化学,292,2017学年度第二学期期中考试,2,2018/4/23 0:00,141206,44,14.977272727272727,15.0,14.0
